==Test: setup
==Test: ardmore alert setup leap
==SubTest: DIAGS_setvol
			lower:; upper:; value:--PASS--
2019-05-12 05:46:52.936824   PASS
==Test: ardmore alert setup leap
==SubTest: DIAGS_audioreg
			lower:; upper:; value:--PASS--
2019-05-12 05:46:52.954465   PASS
==Test: ardmore alert current silence leap
==SubTest: DIAGS_event 0
			lower:; upper:; value:--PASS--
2019-05-12 05:46:52.998358   PASS
==Test: ardmore alert current silence leap
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:46:52:997
2019-05-12 05:46:53.207180   PASS
==Test: ardmore alert current silence leap
==SubTest: DELAY_200ms
			lower:; upper:; value:--PASS--
2019-05-12 05:46:53.408486   PASS
==Test: ardmore alert current silence leap
==SubTest: SOLADC RMS
			lower:0; upper:0.01; value:0.003790
2019-05-12 05:46:53.517484   PASS
==Test: ardmore alert current silence leap
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:46:53:516
2019-05-12 05:46:53.710758   PASS
==Test: ardmore alert current silence leap
==SubTest: DIAGS_event 1
			lower:; upper:; value:--PASS--
2019-05-12 05:46:53.727153   PASS
==Test: ardmore alert current silence leap
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:91.4334
2019-05-12 05:46:53.731392   PASS
==Test: ardmore alert current silence leap
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:97.5118
2019-05-12 05:46:53.734704   PASS
==Test: ardmore alert current silence leap
==SubTest: SYSTEM_CURRENT average
			lower:; upper:; value:93.9209
2019-05-12 05:46:53.739052   PASS
==Test: ardmore alert current silence leap
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:93.9309
2019-05-12 05:46:53.741686   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: DIAGS_processaudio
			lower:; upper:; value:--PASS--
2019-05-12 05:46:53.771204   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: DIAGS_event 0
			lower:; upper:; value:--PASS--
2019-05-12 05:46:53.808932   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:46:53:807
2019-05-12 05:46:53.964026   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: CMD_ONLY
			lower:; upper:; value:--PASS--
2019-05-12 05:46:53.969226   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: DELAY_200ms
			lower:; upper:; value:--PASS--
2019-05-12 05:46:54.171695   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: SOLADC THDN
			lower:-80; upper:-51; value:-59.29893682504719
2019-05-12 05:46:54.971433   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: SOLADC AMP
			lower:2.65; upper:3.25; value:3.048060
2019-05-12 05:46:54.974935   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: SOLADC FRE
			lower:99; upper:101; value:100.06643607682761
2019-05-12 05:46:54.977653   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: DETECT_:-)
			lower:; upper:; value:--PASS--
2019-05-12 05:46:56.021447   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:46:56:021
2019-05-12 05:46:56.242419   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: DIAGS_event 1
			lower:; upper:; value:--PASS--
2019-05-12 05:46:56.258725   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:67.7505
2019-05-12 05:46:56.262814   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:417.239
2019-05-12 05:46:56.266688   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: SYSTEM_CURRENT average
			lower:; upper:; value:263.06
2019-05-12 05:46:56.269233   PASS
==Test: ardmore alert current 100Hz leap
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:289.61
2019-05-12 05:46:56.271768   PASS
==Test: ardmore platinum to alert coex
==SubTest: RELAY PLAT_TIA_0A CH0_FD_OUT
			lower:; upper:; value:--PASS--
2019-05-12 05:46:56.296887   PASS
==Test: ardmore platinum to alert coex
==SubTest: RELAY PLAT_TIA_1A CH1_FD_OUT
			lower:; upper:; value:--PASS--
2019-05-12 05:46:56.328728   PASS
==Test: ardmore platinum to alert coex
==SubTest: DIAGS_sensor 0
			lower:; upper:; value:--PASS--
2019-05-12 05:46:57.355508   PASS
==Test: ardmore platinum to alert coex
==SubTest: DIAGS_sensor 1
			lower:; upper:; value:--PASS--
2019-05-12 05:46:57.373093   PASS
==Test: ardmore platinum to alert coex
==SubTest: DIAGS_sensor 2
			lower:; upper:; value:--PASS--
2019-05-12 05:46:57.398083   PASS
==Test: ardmore platinum to alert coex
==SubTest: DIAGS_sensor 3
			lower:; upper:; value:--PASS--
2019-05-12 05:46:57.425304   PASS
==Test: ardmore platinum to alert coex
==SubTest: DIAGS_sensor 4
			lower:; upper:; value:--PASS--
2019-05-12 05:46:57.446196   PASS
==Test: ardmore platinum to alert coex
==SubTest: DIAGS_sensorreg 0
			lower:; upper:; value:--PASS--
2019-05-12 05:46:57.465786   PASS
==Test: ardmore platinum to alert coex
==SubTest: CMD_ONLY
			lower:; upper:; value:--PASS--
2019-05-12 05:46:57.468310   PASS
==Test: ardmore platinum to alert coex
==SubTest: DELAY_200ms
			lower:; upper:; value:--PASS--
2019-05-12 05:46:57.673838   PASS
==Test: ardmore platinum to alert coex
==SubTest: SOLADC THDN
			lower:-80; upper:-48; value:-60.04444486045246
2019-05-12 05:46:58.476062   PASS
==Test: ardmore platinum to alert coex
==SubTest: SOLADC AMP
			lower:2.65; upper:3.25; value:3.047588
2019-05-12 05:46:58.484717   PASS
==Test: ardmore platinum to alert coex
==SubTest: SOLADC FRE
			lower:99; upper:101; value:100.06649486662975
2019-05-12 05:46:58.488872   PASS
==Test: ardmore platinum to alert coex
==SubTest: DETECT_:-)
			lower:; upper:; value:--PASS--
2019-05-12 05:46:59.535516   PASS
==Test: ardmore platinum to alert coex
==SubTest: DIAGS_sensorreg 1
			lower:; upper:; value:--PASS--
2019-05-12 05:46:59.552590   PASS
==Test: ardmore platinum to alert coex
==SubTest: DISCONNECT PLAT_TIA_0A 0
			lower:; upper:; value:--PASS--
2019-05-12 05:46:59.581633   PASS
==Test: ardmore platinum to alert coex
==SubTest: DISCONNECT PLAT_TIA_0A 1
			lower:; upper:; value:--PASS--
2019-05-12 05:46:59.612205   PASS
==Test: ardmore speaker to alert coex
==SubTest: DIAGS_audioreg
			lower:; upper:; value:--PASS--
2019-05-12 05:46:59.628978   PASS
==Test: ardmore speaker to alert coex
==SubTest: CMD_ONLY
			lower:; upper:; value:--PASS--
2019-05-12 05:46:59.631631   PASS
==Test: ardmore speaker to alert coex
==SubTest: DELAY_200ms
			lower:; upper:; value:--PASS--
2019-05-12 05:46:59.834461   PASS
==Test: ardmore speaker to alert coex
==SubTest: SOLADC THDN
			lower:-80; upper:-48; value:-59.54767259598449
2019-05-12 05:47:00.636351   PASS
==Test: ardmore speaker to alert coex
==SubTest: SOLADC AMP
			lower:2.65; upper:3.25; value:3.046193
2019-05-12 05:47:00.647964   PASS
==Test: ardmore speaker to alert coex
==SubTest: SOLADC FRE
			lower:99; upper:101; value:100.06655773515237
2019-05-12 05:47:00.656914   PASS
==Test: ardmore speaker to alert coex
==SubTest: DETECT_:-)
			lower:; upper:; value:--PASS--
2019-05-12 05:47:01.698439   PASS
==Test: ardmore alert teardown
==SubTest: DIAGS_processaudio
			lower:; upper:; value:--PASS--
2019-05-12 05:47:01.712530   PASS
==Test: ardmore alert teardown
==SubTest: SOLADC DISCONNECT
			lower:; upper:; value:0
2019-05-12 05:47:01.763708   PASS
==Test: ardmore alert teardown
==SubTest: DISCONNECT ALERT_LOAD_EN
			lower:; upper:; value:--PASS--
2019-05-12 05:47:01.815694   PASS
==Test: ardmore alert teardown
==SubTest: DISCONNECT ALERT_LOAD_10R_EN
			lower:; upper:; value:--PASS--
2019-05-12 05:47:01.845783   PASS
==Test: ardmore teardown
==SubTest: DIAGS_audio
			lower:; upper:; value:--PASS--
2019-05-12 05:47:01.862151   PASS
==Test: ardmore teardown
==SubTest: DIAGS_socgpio
			lower:; upper:; value:--PASS--
2019-05-12 05:47:01.878312   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX speaker_output_scale_hex
			lower:; upper:; value:0x410624B0
2019-05-12 05:47:01.885905   PASS
==Test: ardmore ccal write
==SubTest: CALC speaker_vsense_scale_float
			lower:; upper:; value:10.891551046061
2019-05-12 05:47:01.890140   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX speaker_vsense_scale_hex
			lower:; upper:; value:0x412E43CB
2019-05-12 05:47:01.905040   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX speaker_current_slope_C_hex
			lower:; upper:; value:0x3A187041
2019-05-12 05:47:01.912421   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX speaker_current_intercept_C_hex
			lower:; upper:; value:0x4165C191
2019-05-12 05:47:01.915970   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX speaker_trace_res_hex
			lower:; upper:; value:0x3EDCCD3C
2019-05-12 05:47:01.918714   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX alert_output_scale_hex
			lower:; upper:; value:0x40FF2240
2019-05-12 05:47:01.921408   PASS
==Test: ardmore ccal write
==SubTest: CALC alert_vsense_scale_float
			lower:; upper:; value:10.935532931216
2019-05-12 05:47:01.924613   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX alert_vsense_scale_hex
			lower:; upper:; value:0x412EF7F1
2019-05-12 05:47:01.931088   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX alert_current_slope_C_hex
			lower:; upper:; value:0x39E32B0B
2019-05-12 05:47:01.935340   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX alert_current_intercept_C_hex
			lower:; upper:; value:0x41010B65
2019-05-12 05:47:01.941266   PASS
==Test: ardmore ccal write
==SubTest: FLOATTOHEX alert_trace_res_hex
			lower:; upper:; value:0x3EDB6A28
2019-05-12 05:47:01.951243   PASS
==Test: ardmore ccal write
==SubTest: DIAGS_syscfg|YES
			lower:; upper:; value:--PASS--
2019-05-12 05:47:01.960604   PASS
==Test: ardmore ccal verify
==SubTest: DIAGS_syscfg|YES
			lower:; upper:; value:--PASS--
2019-05-12 05:47:01.988128   PASS
==Test: ardmore ccal verify
==SubTest: PARSE codec_ccal_result|YES
			lower:; upper:; value:0x00000004 0x410624B0 0x412E43CB 0x3A187041 0x4165C191 0x3EDCCD3C 0x40FF2240 0x412EF7F1 0x39E32B0B 0x41010B65 0x3EDB6A28 
2019-05-12 05:47:01.994828   PASS
==Test: ardmore ccal verify
==SubTest: CALC codec_ccal_verify|YES
			lower:PASS; upper:PASS; value:PASS
2019-05-12 05:47:01.998014   PASS
==Test: dmic
==SubTest: DIAGS_audio 0
			lower:; upper:; value:--PASS--
2019-05-12 05:47:02.082529   PASS
==Test: dmic
==SubTest: DIAGS_consolerouter 0
			lower:; upper:; value:--PASS--
2019-05-12 05:47:02.105491   PASS
==Test: dmic
==SubTest: DIAGS_routeaudio 0
			lower:; upper:; value:--PASS--
2019-05-12 05:47:02.137615   PASS
==Test: dmic
==SubTest: DIAGS_routeaudio 1
			lower:; upper:; value:--PASS--
2019-05-12 05:47:02.163564   PASS
==Test: dmic
==SubTest: DIAGS_consolerouter 1
			lower:; upper:; value:--PASS--
2019-05-12 05:47:02.182373   PASS
==Test: dmic
==SubTest: DIAGS_event 0
			lower:; upper:; value:--PASS--
2019-05-12 05:47:02.219212   PASS
==Test: dmic
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:47:02:218
2019-05-12 05:47:02.318857   PASS
==Test: dmic
==SubTest: DIAGS_time
			lower:; upper:; value:--PASS--
2019-05-12 05:47:04.364629   PASS
==Test: dmic
==SubTest: DIAGS_processaudio
			lower:; upper:; value:--PASS--
2019-05-12 05:47:04.486297   PASS
==Test: dmic
==SubTest: PARSE dmic_fft_magnitude
			lower:0.02; upper:0.08; value:0.051802
2019-05-12 05:47:04.490145   PASS
==Test: dmic
==SubTest: PARSE dmic_fft_frequency
			lower:990; upper:1010; value:1000.000000
2019-05-12 05:47:04.493526   PASS
==Test: dmic
==SubTest: PARSE dmic_thdn
			lower:-90; upper:-70; value:-77.109745
2019-05-12 05:47:04.496589   PASS
==Test: dmic
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:47:04:494
2019-05-12 05:47:04.597082   PASS
==Test: dmic
==SubTest: DIAGS_event 1
			lower:; upper:; value:--PASS--
2019-05-12 05:47:04.614397   PASS
==Test: dmic
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:37.2958
2019-05-12 05:47:04.618915   PASS
==Test: dmic
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:98.2618
2019-05-12 05:47:04.626705   PASS
==Test: dmic
==SubTest: SYSTEM_CURRENT average|X1454
			lower:40.5; upper:52; value:41.486
2019-05-12 05:47:04.631048   PASS
==Test: dmic
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:42.0076
2019-05-12 05:47:04.633795   PASS
==Test: dmic
==SubTest: DIAGS_audio 1
			lower:; upper:; value:--PASS--
2019-05-12 05:47:04.651317   PASS
==Test: pmu off
==SubTest: DIAGS_pmureg
			lower:; upper:; value:--PASS--
2019-05-12 05:47:04.666033   PASS
==Test: pmu off
==SubTest: CMD_ONLY
			lower:; upper:; value:--PASS--
2019-05-12 05:47:04.668544   PASS
==Test: pmu off
==SubTest: DETECT_Event off: PmuCore
			lower:; upper:; value:--PASS--
2019-05-12 05:47:05.815041   PASS
==Test: pmu off
==SubTest: DELAY_1000ms
			lower:; upper:; value:--PASS--
2019-05-12 05:47:06.818635   PASS
==Test: pmu off
==SubTest: DISCONNECT DUT_ARM_UART
			lower:; upper:; value:--PASS--
2019-05-12 05:47:06.826876   PASS
==Test: pmu off
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:47:06:826
2019-05-12 05:47:06.876533   PASS
==Test: pmu off
==SubTest: DMM PP_VDD_MAIN
			lower:3800; upper:3900; value:3849.963806
2019-05-12 05:47:07.032723   PASS
==Test: pmu off
==SubTest: DMM PPVDD_MAIN_SLEEP3_SW4
			lower:-5; upper:5; value:0.157186
2019-05-12 05:47:07.170235   PASS
==Test: pmu off
==SubTest: DMM PP_VDD_MAIN_DISP_BOOST_SW
			lower:-5; upper:5; value:0.095195
2019-05-12 05:47:07.329168   PASS
==Test: pmu off
==SubTest: DMM PP0V6_AWAKE_BUCK0
			lower:-5; upper:5; value:0.090426
2019-05-12 05:47:07.476060   PASS
==Test: pmu off
==SubTest: DMM PP0V715_SLEEP2_BUCK1
			lower:-5; upper:5; value:0.115461
2019-05-12 05:47:07.626684   PASS
==Test: pmu off
==SubTest: DMM PP1V1_SLEEP2_BUCK2
			lower:-5; upper:5; value:0.111885
2019-05-12 05:47:07.775028   PASS
==Test: pmu off
==SubTest: DMM PP1V8_SLEEP2_BUCK3
			lower:-5; upper:5; value:0.170300
2019-05-12 05:47:07.940352   PASS
==Test: pmu off
==SubTest: DMM PP1V8_SLEEP2_DISP_CONN
			lower:-5; upper:5; value:0.088042
2019-05-12 05:47:08.092200   PASS
==Test: pmu off
==SubTest: DMM PP1V8_SLEEP2_STOCKHOLM_CONN
			lower:-5; upper:5; value:0.088638
2019-05-12 05:47:08.248863   PASS
==Test: pmu off
==SubTest: DMM PPVAR_SLEEP1_BUCK4
			lower:-5; upper:5; value:0.094003
2019-05-12 05:47:08.383514   PASS
==Test: pmu off
==SubTest: DMM PPVAR_AWAKE_BUCK5
			lower:-5; upper:5; value:0.101155
2019-05-12 05:47:08.539682   PASS
==Test: pmu off
==SubTest: DMM PPVAR_AWAKE_BUCK6
			lower:-5; upper:5; value:0.096387
2019-05-12 05:47:08.673879   PASS
==Test: pmu off
==SubTest: DMM PPVAR_SLEEP1_BUCK7
			lower:-5; upper:5; value:0.093407
2019-05-12 05:47:08.823251   PASS
==Test: pmu off
==SubTest: DMM PP0V73_SLEEP1_BUCK8
			lower:-5; upper:5; value:0.098771
2019-05-12 05:47:08.980859   PASS
==Test: pmu off
==SubTest: DMM PP1V0_SLEEP2_BUCK9
			lower:-5; upper:5; value:0.104136
2019-05-12 05:47:09.133280   PASS
==Test: pmu off
==SubTest: DMM PP2V2_SLEEP2_BUCK10
			lower:-5; upper:5; value:0.105924
2019-05-12 05:47:09.284471   PASS
==Test: pmu off
==SubTest: DMM PP3V3_ALWAYS_BUBO
			lower:1759; upper:1841; value:1794.275725
2019-05-12 05:47:09.432357   PASS
==Test: pmu off
==SubTest: DMM PP0V6_SLEEP2_LDO0
			lower:-5; upper:5; value:0.121422
2019-05-12 05:47:09.577440   PASS
==Test: pmu off
==SubTest: DMM PP1V8_SLEEP2_LDO1
			lower:-5; upper:5; value:0.091618
2019-05-12 05:47:09.729728   PASS
==Test: pmu off
==SubTest: DMM PP3V0_SLEEP2_LDO2
			lower:-5; upper:5; value:0.096387
2019-05-12 05:47:09.901917   PASS
==Test: pmu off
==SubTest: DMM PP3V0_AWAKE_LDO4
			lower:-5; upper:5; value:0.104136
2019-05-12 05:47:10.051531   PASS
==Test: pmu off
==SubTest: DMM PP3V0_SLEEP2_LDO5
			lower:-5; upper:5; value:0.093407
2019-05-12 05:47:10.197293   PASS
==Test: pmu off
==SubTest: DMM PP1V8_SLEEP2_LDO6
			lower:-5; upper:5; value:0.088042
2019-05-12 05:47:10.353437   PASS
==Test: pmu off
==SubTest: DMM PP3V0_AWAKE_LDO7
			lower:-5; upper:5; value:0.092214
2019-05-12 05:47:10.490217   PASS
==Test: pmu off
==SubTest: DMM PP1V85_SLEEP2_BONN_AVDD_CONN
			lower:-5; upper:5; value:0.092214
2019-05-12 05:47:10.633401   PASS
==Test: pmu off
==SubTest: DMM PP1V8_ALWAYS_LDO9
			lower:1759; upper:1841; value:1793.736280
2019-05-12 05:47:10.772530   PASS
==Test: pmu off
==SubTest: DMM PP_VDD_MAIN_SLEEP2_AUXLDO
			lower:-5; upper:5; value:0.122018
2019-05-12 05:47:10.910519   PASS
==Test: pmu off
==SubTest: DMM PPVAR_SLEEP2_LDO11
			lower:-5; upper:5; value:0.092214
2019-05-12 05:47:11.055816   PASS
==Test: pmu off
==SubTest: DMM PP0V6_SLEEP1_LDO12
			lower:-5; upper:5; value:0.090426
2019-05-12 05:47:11.211583   PASS
==Test: pmu off
==SubTest: DMM PP3V0_SLEEP2_LDO13
			lower:-5; upper:5; value:0.089830
2019-05-12 05:47:11.354390   PASS
==Test: pmu off
==SubTest: DMM PPVAR_SLEEP2_LDO14
			lower:-5; upper:5; value:0.091618
2019-05-12 05:47:11.491945   PASS
==Test: pmu off
==SubTest: DMM PMU_VDD_RTC
			lower:1759; upper:1841; value:1793.870992
2019-05-12 05:47:11.640227   PASS
==Test: pmu off
==SubTest: DMM PP5V6_SLEEP2_BOOST2
			lower:-5; upper:50; value:7.421168
2019-05-12 05:47:11.779393   PASS
==Test: pmu off
==SubTest: DELAY_250ms
			lower:; upper:; value:--PASS--
2019-05-12 05:47:12.033917   PASS
==Test: pmu off
==SubTest: SYSTEM_CURRENT 250
			lower:; upper:; value:0.051140
2019-05-12 05:47:12.217576   PASS
==Test: pmu off
==SubTest: DMM PP_BATT_VCC
			lower:; upper:; value:50.324735
2019-05-12 05:47:12.788833   PASS
==Test: pmu off
==SubTest: DMM SNS_10V_SLEEP2_BOOST1
			lower:; upper:; value:3392.842443
2019-05-12 05:47:12.944518   PASS
==Test: pmu off
==SubTest: DMM PP10V_SLEEP2_BOOST1
			lower:; upper:; value:3392.962523
2019-05-12 05:47:13.100931   PASS
==Test: pmu off
==SubTest: CALC off_system_current_clean|X1454
			lower:5; upper:50; value:16.39571017
2019-05-12 05:47:13.104266   PASS
==Test: pmu off
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:47:13:103
2019-05-12 05:47:13.202957   PASS
==Test: pmu off
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:22.5186
2019-05-12 05:47:13.206469   PASS
==Test: pmu off
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:1237.37
2019-05-12 05:47:13.210049   PASS
==Test: pmu off
==SubTest: SYSTEM_CURRENT average
			lower:; upper:; value:99.1887
2019-05-12 05:47:13.215731   PASS
==Test: pmu off
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:110.657
2019-05-12 05:47:13.218888   PASS
==Test: pmu off
==SubTest: RELAY DUT_ARM_UART
			lower:; upper:; value:--PASS--
2019-05-12 05:47:13.222056   PASS
==Test: remove power
==SubTest: SUPPLY_0V PP_BATT_VCC
			lower:-0.02; upper:0.02; value:0.000157
2019-05-12 05:47:13.374374   PASS
==Test: remove power
==SubTest: DISCONNECT PP_BATT_VCC
			lower:; upper:; value:--PASS--
2019-05-12 05:47:13.385225   PASS
==Test: remove power
==SubTest: SUPPLY_0V PP_CON_DET_EN_PIN
			lower:-0.5; upper:0.5; value:-0.000588
2019-05-12 05:47:13.545189   PASS
==Test: remove power
==SubTest: DISCONNECT PP_CON_DET_EN_PIN
			lower:; upper:; value:--PASS--
2019-05-12 05:47:13.556988   PASS
==Test: remove power
==SubTest: DISCONNECT PP_VDD_MAIN
			lower:; upper:; value:--PASS--
2019-05-12 05:47:13.568656   PASS
==Test: remove power
==SubTest: DISCONNECT SPAM_POWER_EN
			lower:; upper:; value:--PASS--
2019-05-12 05:47:13.600370   PASS
==Test: remove power
==SubTest: DISCONNECT SPAM_RESET_L
			lower:; upper:; value:--PASS--
2019-05-12 05:47:13.631653   PASS
==Test: tcxocal
==SubTest: SUPPLY_3.85V PP_BATT_VCC|YES
			lower:3.84; upper:3.86; value:3.849822
2019-05-12 05:47:13.798066   PASS
==Test: tcxocal
==SubTest: DELAY_500ms|YES
			lower:; upper:; value:--PASS--
